3e+07,NaN
3.1e+07,-41.321
3.2e+07,-39.42
3.3e+07,-37.438
3.4e+07,-35.433
3.5e+07,-33.541
3.6e+07,-31.831
3.7e+07,-30.121
3.8e+07,-29.084
3.9e+07,-28.199
4e+07,-27.326
4.1e+07,-26.661
4.2e+07,-25.996
4.3e+07,-25.309
4.4e+07,-24.41
4.5e+07,-23.51
4.6e+07,-22.611
4.7e+07,-21.761
4.8e+07,-20.916
4.9e+07,-20.071
5e+07,-19.644
5.1e+07,-19.649
5.2e+07,-19.654
5.3e+07,-19.658
5.4e+07,-19.636
5.5e+07,-19.608
5.6e+07,-19.58
5.7e+07,-19.553
5.8e+07,-19.179
5.9e+07,-18.756
6e+07,-18.333
6.1e+07,-17.91
6.2e+07,-17.775
6.3e+07,-17.805
6.4e+07,-17.835
6.5e+07,-17.865
6.6e+07,-17.926
6.7e+07,-18.328
6.8e+07,-18.729
6.9e+07,-19.131
7e+07,-19.533
7.1e+07,-19.923
7.2e+07,-20.262
7.3e+07,-20.601
7.4e+07,-20.94
7.5e+07,-21.279
7.6e+07,-21.618
7.7e+07,-22.3
7.8e+07,-23.004
7.9e+07,-23.708
8e+07,-24.412
8.1e+07,-25.116
8.2e+07,-25.717
8.3e+07,-26.075
8.4e+07,-26.433
8.5e+07,-26.792
8.6e+07,-27.15
8.7e+07,-27.508
8.8e+07,-27.614
8.9e+07,-26.911
9e+07,-26.207
9.1e+07,-25.504
9.2e+07,-24.801
9.3e+07,-24.097
9.4e+07,-23.394
9.5e+07,-22.799
9.6e+07,-22.244
9.7e+07,-21.69
9.8e+07,-21.135
9.9e+07,-20.581
1e+08,-20.026
1.01e+08,-19.472
1.02e+08,-19.186
1.03e+08,-18.997
1.04e+08,-18.808
1.05e+08,-18.619
1.06e+08,-18.431
1.07e+08,-18.242
1.08e+08,-18.053
1.09e+08,-17.789
1.1e+08,-17.258
1.11e+08,-16.728
1.12e+08,-16.197
1.13e+08,-15.667
1.14e+08,-15.136
1.15e+08,-14.606
1.16e+08,-14.075
1.17e+08,-13.617
1.18e+08,-13.564
1.19e+08,-13.512
1.2e+08,-13.459
1.21e+08,-13.407
1.22e+08,-13.354
1.23e+08,-13.301
1.24e+08,-13.249
1.25e+08,-13.196
1.26e+08,-13.09
1.27e+08,-12.925
1.28e+08,-12.761
1.29e+08,-12.596
1.3e+08,-12.432
1.31e+08,-12.268
1.32e+08,-12.103
1.33e+08,-11.939
1.34e+08,-11.774
1.35e+08,-11.628
1.36e+08,-11.569
1.37e+08,-11.511
1.38e+08,-11.452
1.39e+08,-11.393
1.4e+08,-11.335
1.41e+08,-11.276
1.42e+08,-11.217
1.43e+08,-11.158
1.44e+08,-11.1
1.45e+08,-11.076
1.46e+08,-11.226
1.47e+08,-11.375
1.48e+08,-11.525
1.49e+08,-11.674
1.5e+08,-11.824
1.51e+08,-11.973
1.52e+08,-12.123
1.53e+08,-12.272
1.54e+08,-12.421
1.55e+08,-12.571
1.56e+08,-12.61
1.57e+08,-12.498
1.58e+08,-12.386
1.59e+08,-12.274
1.6e+08,-12.162
1.61e+08,-12.05
1.62e+08,-11.938
1.63e+08,-11.827
1.64e+08,-11.715
1.65e+08,-11.603
1.66e+08,-11.491
1.67e+08,-11.379
1.68e+08,-11.403
1.69e+08,-11.445
1.7e+08,-11.486
1.71e+08,-11.528
1.72e+08,-11.57
1.73e+08,-11.612
1.74e+08,-11.654
1.75e+08,-11.695
1.76e+08,-11.737
1.77e+08,-11.779
1.78e+08,-11.821
1.79e+08,-11.862
1.8e+08,-11.812
1.81e+08,-11.664
1.82e+08,-11.516
1.83e+08,-11.368
1.84e+08,-11.221
1.85e+08,-11.073
1.86e+08,-10.925
1.87e+08,-10.777
1.88e+08,-10.629
1.89e+08,-10.481
1.9e+08,-10.333
1.91e+08,-10.185
1.92e+08,-10.037
1.93e+08,-9.9238
1.94e+08,-9.9819
1.95e+08,-10.04
1.96e+08,-10.098
1.97e+08,-10.156
1.98e+08,-10.215
1.99e+08,-10.273
2e+08,-10.331
2.01e+08,-10.389
2.02e+08,-10.447
2.03e+08,-10.505
2.04e+08,-10.564
2.05e+08,-10.622
2.06e+08,-10.68
2.07e+08,-10.738
2.08e+08,-10.751
2.09e+08,-10.757
2.1e+08,-10.764
2.11e+08,-10.77
2.12e+08,-10.776
2.13e+08,-10.782
2.14e+08,-10.788
2.15e+08,-10.794
2.16e+08,-10.8
2.17e+08,-10.806
2.18e+08,-10.812
2.19e+08,-10.819
2.2e+08,-10.825
2.21e+08,-10.831
2.22e+08,-10.837
2.23e+08,-10.863
2.24e+08,-10.91
2.25e+08,-10.957
2.26e+08,-11.004
2.27e+08,-11.051
2.28e+08,-11.098
2.29e+08,-11.145
2.3e+08,-11.191
2.31e+08,-11.238
2.32e+08,-11.285
2.33e+08,-11.332
2.34e+08,-11.379
2.35e+08,-11.426
2.36e+08,-11.473
2.37e+08,-11.52
2.38e+08,-11.567
2.39e+08,-11.614
2.4e+08,-11.652
2.41e+08,-11.689
2.42e+08,-11.727
2.43e+08,-11.765
2.44e+08,-11.803
2.45e+08,-11.841
2.46e+08,-11.879
2.47e+08,-11.917
2.48e+08,-11.955
2.49e+08,-11.993
2.5e+08,-12.031
2.51e+08,-12.068
2.52e+08,-12.106
2.53e+08,-12.144
2.54e+08,-12.182
2.55e+08,-12.22
2.56e+08,-12.258
2.57e+08,-12.294
2.58e+08,-12.326
2.59e+08,-12.358
2.6e+08,-12.39
2.61e+08,-12.422
2.62e+08,-12.454
2.63e+08,-12.486
2.64e+08,-12.518
2.65e+08,-12.55
2.66e+08,-12.583
2.67e+08,-12.615
2.68e+08,-12.647
2.69e+08,-12.679
2.7e+08,-12.711
2.71e+08,-12.743
2.72e+08,-12.775
2.73e+08,-12.807
2.74e+08,-12.839
2.75e+08,-12.871
2.76e+08,-12.901
2.77e+08,-12.925
2.78e+08,-12.95
2.79e+08,-12.974
2.8e+08,-12.998
2.81e+08,-13.022
2.82e+08,-13.047
2.83e+08,-13.071
2.84e+08,-13.095
2.85e+08,-13.119
2.86e+08,-13.144
2.87e+08,-13.168
2.88e+08,-13.192
2.89e+08,-13.216
2.9e+08,-13.241
2.91e+08,-13.265
2.92e+08,-13.289
2.93e+08,-13.313
2.94e+08,-13.338
2.95e+08,-13.362
2.96e+08,-13.386
2.97e+08,-13.507
2.98e+08,-13.659
2.99e+08,-13.811
3e+08,-13.964
3.01e+08,-14.116
3.02e+08,-14.268
3.03e+08,-14.42
3.04e+08,-14.573
3.05e+08,-14.725
3.06e+08,-14.877
3.07e+08,-15.03
3.08e+08,-15.182
3.09e+08,-15.334
3.1e+08,-15.486
3.11e+08,-15.639
3.12e+08,-15.791
3.13e+08,-15.943
3.14e+08,-16.096
3.15e+08,-16.248
3.16e+08,-16.4
3.17e+08,-16.553
3.18e+08,-16.705
3.19e+08,-16.774
3.2e+08,-16.819
3.21e+08,-16.864
3.22e+08,-16.91
3.23e+08,-16.955
3.24e+08,-17
3.25e+08,-17.045
3.26e+08,-17.09
3.27e+08,-17.136
3.28e+08,-17.181
3.29e+08,-17.226
3.3e+08,-17.271
3.31e+08,-17.316
3.32e+08,-17.362
3.33e+08,-17.407
3.34e+08,-17.452
3.35e+08,-17.497
3.36e+08,-17.542
3.37e+08,-17.588
3.38e+08,-17.633
3.39e+08,-17.678
3.4e+08,-17.723
3.41e+08,-17.768
3.42e+08,-17.809
3.43e+08,-17.825
3.44e+08,-17.84
3.45e+08,-17.856
3.46e+08,-17.872
3.47e+08,-17.888
3.48e+08,-17.904
3.49e+08,-17.92
3.5e+08,-17.935
3.51e+08,-17.951
3.52e+08,-17.967
3.53e+08,-17.983
3.54e+08,-17.999
3.55e+08,-18.015
3.56e+08,-18.031
3.57e+08,-18.046
3.58e+08,-18.062
3.59e+08,-18.078
3.6e+08,-18.094
3.61e+08,-18.11
3.62e+08,-18.126
3.63e+08,-18.142
3.64e+08,-18.157
3.65e+08,-18.173
3.66e+08,-18.189
3.67e+08,-18.205
3.68e+08,-18.217
3.69e+08,-18.227
3.7e+08,-18.238
