30000,NaN
1.03e+06,NaN
2.03e+06,NaN
3.03e+06,NaN
4.03e+06,NaN
5.03e+06,NaN
6.03e+06,NaN
7.03e+06,NaN
8.03e+06,NaN
9.03e+06,NaN
1.003e+07,NaN
1.103e+07,NaN
1.203e+07,NaN
1.303e+07,NaN
1.403e+07,NaN
1.503e+07,NaN
1.603e+07,NaN
1.703e+07,NaN
1.803e+07,NaN
1.903e+07,NaN
2.003e+07,NaN
2.103e+07,NaN
2.203e+07,NaN
2.303e+07,NaN
2.403e+07,NaN
2.503e+07,NaN
2.603e+07,NaN
2.703e+07,NaN
2.803e+07,NaN
2.903e+07,NaN
3.003e+07,-48.511
3.103e+07,-46.3
3.203e+07,-44.088
3.303e+07,-42.004
3.403e+07,-39.951
3.503e+07,-37.826
3.603e+07,-35.598
3.703e+07,-33.37
3.803e+07,-32.057
3.903e+07,-30.911
4.003e+07,-29.774
4.103e+07,-28.736
4.203e+07,-27.697
4.303e+07,-26.631
4.403e+07,-25.375
4.503e+07,-24.118
4.603e+07,-22.862
4.703e+07,-21.764
4.803e+07,-20.675
4.903e+07,-19.586
5.003e+07,-18.915
5.103e+07,-18.627
5.203e+07,-18.338
5.303e+07,-18.05
5.403e+07,-17.989
5.503e+07,-17.968
5.603e+07,-17.948
5.703e+07,-17.927
5.803e+07,-17.643
5.903e+07,-17.332
6.003e+07,-17.02
6.103e+07,-16.709
6.203e+07,-16.638
6.303e+07,-16.687
6.403e+07,-16.736
6.503e+07,-16.785
6.603e+07,-16.812
6.703e+07,-16.674
6.803e+07,-16.536
6.903e+07,-16.398
7.003e+07,-16.259
7.103e+07,-16.117
7.203e+07,-15.963
7.303e+07,-15.808
7.403e+07,-15.654
7.503e+07,-15.499
7.603e+07,-15.344
7.703e+07,-15.562
7.803e+07,-15.79
7.903e+07,-16.018
8.003e+07,-16.246
8.103e+07,-16.475
8.203e+07,-16.634
8.303e+07,-16.652
8.403e+07,-16.669
8.503e+07,-16.687
8.603e+07,-16.705
8.703e+07,-16.723
8.803e+07,-16.741
8.903e+07,-16.757
9.003e+07,-16.774
