80000000,3.6731,3,-1.041770051,,,,,,,,
81200000,3.5167,3,-1.419718666,,,,,,,,
82300000,3.4351,3,-1.623637406,,,,,,,,
83500000,3.4821,3,-1.505600311,,,,,,,,
84800000,3.3725,3,-1.783385928,,,,,,,,
86000000,3.3698,3,-1.790342575,,,,,,,,
87200000,3.3429,3,-1.85995739,,,,,,,,
88500000,3.3476,3,-1.847753911,,,,,,,,
89800000,3.3292,3,-1.895627375,,,,,,,,
91100000,3.3278,3,-1.899280746,,,,,,,,
92400000,3.3838,3,-1.754331373,,,,,,,,
93800000,3.3435,3,-1.858398544,,,,,,,,
95100000,3.3651,3,-1.802465603,,,,,,,,
96500000,3.5055,3,-1.447425665,,,,,,,,
97900000,3.4123,3,-1.681480971,,,,,,,,
99300000,3.4584,3,-1.564920644,,,,,,,,
100800000,3.7011,3,-0.975808705,,,,,,,,
102300000,3.5419,3,-1.357699186,,,,,,,,
103700000,3.5608,3,-1.311473469,,,,,,,,
105300000,3.8569,3,-0.617657518,,,,,,,,
106800000,3.5108,3,-1.434303301,,,,,,,,
108300000,3.8063,3,-0.732364795,,,,,,,,
109900000,3.9841,3,-0.335820483,,,,,,,,
111500000,3.6312,3,-1.1414217,,,,,,,,
113100000,4.1011,3,-0.084417912,,,,,,,,
114800000,4.0074,3,-0.285171217,,,,,,,,
116400000,3.7816,3,-0.788913308,,,,,,,,
118100000,4.2727,3,0.271622919,,,,,,,,
119900000,3.8254,3,-0.688888024,,,,,,,,
121600000,3.9704,3,-0.365739851,,,,,,,,
123400000,4.0291,3,-0.238264165,,,,,,,,
125200000,3.6848,3,-1.014146682,,,,,,,,
127000000,3.9393,3,-0.434043973,,,,,,,,
128800000,3.5993,3,-1.218064166,,,,,,,,
130700000,3.6193,3,-1.169933438,,,,,,,,
132600000,3.5379,3,-1.367514029,,,,,,,,
134500000,3.3233,3,-1.911034143,,,,,,,,
136500000,3.4303,3,-1.635783028,,,,,,,,
138500000,3.183,3,-2.285692322,,,,,,,,
140500000,3.296,3,-1.982681034,,,,,,,,
142500000,3.1099,3,-2.487496607,,,,,,,,
144600000,3.1876,3,-2.273148731,,,,,,,,
146700000,3.1226,3,-2.452097987,,,,,,,,
148800000,3.1219,3,-2.45404534,,,,,,,,
151000000,3.1661,3,-2.331932539,,,,,,,,
153200000,3.1649,3,-2.335225247,,,,,,,,
155400000,3.2055,3,-2.22450947,,,,,,,,
157700000,3.3127,3,-1.93878294,,,,,,,,
160000000,3.242,3,-2.126164884,,,,,,,,
162300000,3.42,3,-1.661902973,,,,,,,,
164700000,3.3609,3,-1.813313281,,,,,,,,
167100000,3.4186,3,-1.665459329,,,,,,,,
169500000,3.4803,3,-1.510091464,,,,,,,,
172000000,3.513,3,-1.428862099,,,,,,,,
174500000,3.4266,3,-1.645156883,,,,,,,,
177000000,3.6153,3,-1.179538271,,,,,,,,
179600000,3.4664,3,-1.544851574,,,,,,,,
182200000,3.4455,3,-1.597380009,,,,,,,,
184800000,3.5777,3,-1.270346675,,,,,,,,
187500000,3.3272,3,-1.900846947,,,,,,,,
190300000,3.3681,3,-1.794725547,,,,,,,,
193000000,3.3579,3,-1.821069925,,,,,,,,
195800000,3.2531,3,-2.096476821,,,,,,,,
198700000,3.1873,3,-2.27396624,,,,,,,,
201600000,3.1173,3,-2.466853104,,,,,,,,
204500000,3.2062,3,-2.222612899,,,,,,,,
207500000,3.1605,3,-2.347309201,,,,,,,,
210500000,3.0611,3,-2.624874747,,,,,,,,
213600000,3.1895,3,-2.267972965,,,,,,,,
216700000,3.3106,3,-1.94429088,,,,,,,,
219800000,3.3114,3,-1.942192205,,,,,,,,
